Lneg_protein,ProteinID_isoformremoved,percent_identity,BLASTPProteinMatch,BLASTP_annotation,E-value,Bit-score
Lneg_g14409_i1,Lneg_g14409,65.709,ref|XP_011345435.2|,mucin-19 [Ooceraea biroi],6.68E-170,502
Lneg_g14411_i1,Lneg_g14411,44.915,ref|XP_024873228.1|,odorant receptor 67a-like [Temnothorax curvispinosus],2.36E-29,108
Lneg_g14412_i1,Lneg_g14412,85.437,ref|XP_024884499.1|,adenylate kinase isoenzyme 5 [Temnothorax curvispinosus],0,1051
Lneg_g14413_i1,Lneg_g14413,62.222,gb|KMQ91325.1|,isopentenyl-diphosphate delta-isomerase 1 [Lasius niger],8.83E-47,152
Lneg_g14414_i1,Lneg_g14414,83.969,ref|XP_012223775.1|,PREDICTED: 2-hydroxyacylsphingosine 1-beta-galactosyltransferase-like [Linepithema humile],0,929
Lneg_g14415_i1,Lneg_g14415,42.913,ref|XP_012230297.1|,PREDICTED: RCC1 and BTB domain-containing protein 1-like [Linepithema humile],3.58E-110,340
Lneg_g14416_i1,Lneg_g14416,68.75,ref|XP_012223776.1|,PREDICTED: green-sensitive opsin-like [Linepithema humile],1.15E-150,430
Lneg_g14417_i1,Lneg_g14417,60.474,ref|NP_724834.1|,proteasome alpha7 subunit [Drosophila melanogaster],2.2E-105,308
Lneg_g14418_i1,Lneg_g14418,33.333,ref|XP_026825349.1|,uncharacterized protein LOC105284102 [Ooceraea biroi],9.22E-20,93.6
Lneg_g14419_i1,Lneg_g14419,95.902,ref|XP_024878633.1|,alpha-soluble NSF attachment protein-like [Temnothorax curvispinosus],2.82E-176,488
Lneg_g14420_i1,Lneg_g14420,84.431,ref|XP_018056336.1|,PREDICTED: protein KIAA0100 [Atta colombica],0,848
Lneg_g14421_i1,Lneg_g14421,55.508,gb|KMQ87190.1|,thap domain-containing protein 9 [Lasius niger],2.03E-62,206
Lneg_g14422_i1,Lneg_g14422,90.543,gb|KMQ92905.1|,fam179b protein [Lasius niger],0,1132
Lneg_g14423_i1,Lneg_g14423,68.75,ref|XP_039301711.1|,uncharacterized protein LOC105199151 [Solenopsis invicta],0,1377
Lneg_g14424_i1,Lneg_g14424,70,ref|XP_018046276.1|,PREDICTED: uncharacterized protein LOC108685816 [Atta colombica],2.05E-19,75.5
Lneg_g14425_i1,Lneg_g14425,73.142,ref|XP_024878508.1|,protein inscuteable homolog [Temnothorax curvispinosus],0,979
Lneg_g14426_i1,Lneg_g14426,83.264,ref|XP_024878513.1|,MIT domain-containing protein 1-like [Temnothorax curvispinosus],7.08E-147,412
Lneg_g14427_i1,Lneg_g14427,84.52,ref|XP_012233280.1|,PREDICTED: uncharacterized protein LOC105678470 [Linepithema humile],0,557
Lneg_g14428_i1,Lneg_g14428,93.987,gb|KMQ94751.1|,adp-ribosylation factor gtpase-activating protein 2 [Lasius niger],0,877
Lneg_g14429_i1,Lneg_g14429,90.323,gb|KMQ94750.1|,putative protein phosphatase 2c [Lasius niger],0,627
Lneg_g14430_i1,Lneg_g14430,83.784,ref|XP_024878516.1|,"succinate dehydrogenase assembly factor 4, mitochondrial-like [Temnothorax curvispinosus]",1.31E-61,185
Lneg_g14431_i1,Lneg_g14431,80.769,ref|XP_024878505.1|,uncharacterized protein LOC112458909 [Temnothorax curvispinosus],4.6E-41,132
Lneg_g14432_i4,Lneg_g14432,90.805,ref|XP_026830498.1|,protein polybromo-1 isoform X3 [Ooceraea biroi],0,3257
Lneg_g14433_i1,Lneg_g14433,91.562,ref|XP_011164308.1|,huntingtin-interacting protein 1 [Solenopsis invicta],0,1820
Lneg_g14434_i2,Lneg_g14434,96.591,ref|XP_024888809.1|,actin-like protein 6B [Temnothorax curvispinosus],0,709
Lneg_g14435_i1,Lneg_g14435,77.622,ref|XP_024888805.1|,battenin [Temnothorax curvispinosus],1.82E-161,459
Lneg_g14440_i1,Lneg_g14440,96.667,gb|KMQ97018.1|,muscleblind-like protein 3 protein [Lasius niger],0,900
Lneg_g14441_i1,Lneg_g14441,64.368,ref|NP_001261043.1|,"muscleblind, isoform O [Drosophila melanogaster]",1.31E-33,124
Lneg_g14443_i1,Lneg_g14443,87.661,ref|XP_024884186.1|,circadian locomoter output cycles protein kaput isoform X1 [Temnothorax curvispinosus],0,1143
Lneg_g14444_i1,Lneg_g14444,94.533,ref|XP_024884217.1|,protein henna isoform X1 [Temnothorax curvispinosus],0,876
Lneg_g14448_i1,Lneg_g14448,76.768,ref|XP_024885460.1|,calcitonin gene-related peptide type 1 receptor isoform X1 [Temnothorax curvispinosus],8.04E-97,295
Lneg_g14449_i1,Lneg_g14449,42.4,ref|XP_024888391.1|,uncharacterized protein LOC112465191 [Temnothorax curvispinosus],9.14E-28,103
Lneg_g14450_i1,Lneg_g14450,99.32,gb|KMQ93424.1|,transcription factor iiib 90 kda subunit [Lasius niger],8.65E-100,294
Lneg_g14451_i1,Lneg_g14451,93.023,ref|XP_011338614.1|,acyl-CoA-binding protein homolog isoform X4 [Ooceraea biroi],9.1E-22,82.8
Lneg_g14468_i1,Lneg_g14468,93.916,ref|XP_011066940.1|,PREDICTED: protein Red [Acromyrmex echinatior],0,964
Lneg_g14470_i1,Lneg_g14470,98.326,gb|KMQ94246.1|,thioredoxin-related transmembrane protein 2-like protein [Lasius niger],5.87E-174,483
Lneg_g14472_i1,Lneg_g14472,68.333,ref|XP_024884117.1|,cyclin-dependent kinase 2-interacting protein-like [Temnothorax curvispinosus],2.52E-89,262
Lneg_g14473_i1,Lneg_g14473,27.16,ref|NP_608941.1|,uncharacterized protein Dmel_CG14013 [Drosophila melanogaster],1.28E-20,89.7
Lneg_g14474_i1,Lneg_g14474,53.488,ref|XP_001119962.3|,titin [Apis mellifera],1.03E-26,105
Lneg_g14475_i1,Lneg_g14475,98.113,gb|KMQ96384.1|,hypothetical protein RF55_3329 [Lasius niger],1.87E-33,130
Lneg_g14476_i1,Lneg_g14476,70.054,ref|XP_011162297.2|,uncharacterized protein LOC105197568 [Solenopsis invicta],0,968
Lneg_g14478_i1,Lneg_g14478,78.302,ref|XP_006560334.1|,etoposide-induced protein 2.4 [Apis mellifera],0,518
Lneg_g14479_i1,Lneg_g14479,90.27,ref|XP_018058787.1|,PREDICTED: apolipoprotein D-like [Atta colombica],2.27E-124,350
Lneg_g14480_i1,Lneg_g14480,70.076,ref|XP_011052710.1|,PREDICTED: apolipoprotein D-like [Acromyrmex echinatior],4.59E-123,356
Lneg_g14483_i1,Lneg_g14483,93.456,ref|XP_024870237.1|,uncharacterized protein LOC112453624 [Temnothorax curvispinosus],0,922
Lneg_g14484_i1,Lneg_g14484,94.553,gb|KMQ92998.1|,hypothetical protein RF55_6944 [Lasius niger],3.46E-176,487
Lneg_g14485_i1,Lneg_g14485,75.191,ref|XP_011171947.2|,uncharacterized protein LOC105204547 [Solenopsis invicta],2.65E-149,420
Lneg_g14487_i1,Lneg_g14487,81.25,ref|XP_011337027.1|,protein MAK16 homolog [Ooceraea biroi],7.24E-174,487
Lneg_g14488_i1,Lneg_g14488,91.954,ref|XP_012229166.1|,PREDICTED: post-GPI attachment to proteins factor 2-like [Linepithema humile],0,500
Lneg_g14492_i1,Lneg_g14492,69.178,gb|KMQ89883.1|,hypothetical protein RF55_10420 [Lasius niger],2.05E-34,120
Lneg_g14496_i2,Lneg_g14496,51.562,ref|NP_651181.1|,"succinate dehydrogenase, subunit D [Drosophila melanogaster]",5.83E-38,132
Lneg_g14497_i1,Lneg_g14497,80.087,ref|XP_024869023.1|,uncharacterized protein LOC112452840 [Temnothorax curvispinosus],0,780
Lneg_g14498_i1,Lneg_g14498,48.664,ref|XP_011162351.1|,girdin [Solenopsis invicta],4.97E-171,506
Lneg_g14499_i1,Lneg_g14499,37.895,ref|XP_024890926.1|,aminopeptidase M1-like [Temnothorax curvispinosus],2.17E-08,55.5
Lneg_g14500_i1,Lneg_g14500,84.667,ref|XP_012227053.1|,PREDICTED: phosducin-like protein [Linepithema humile],1.98E-92,271
Lneg_g14501_i1,Lneg_g14501,97.037,gb|KMQ91840.1|,hypothetical protein RF55_8247 [Lasius niger],0,532
Lneg_g14502_i1,Lneg_g14502,89.807,ref|XP_012227029.1|,PREDICTED: BRCA1-associated protein [Linepithema humile],0,1043
Lneg_g14503_i2,Lneg_g14503,75.269,ref|XP_039312304.1|,chitin synthase chs-2 [Solenopsis invicta],0,2409
Lneg_g14504_i1,Lneg_g14504,71.242,ref|NP_476735.1|,superoxide dismutase 1 [Drosophila melanogaster],5.04E-72,215
Lneg_g14506_i1,Lneg_g14506,75.916,ref|XP_039305573.1|,protein ALP1-like [Solenopsis invicta],2.15E-97,298
Lneg_g14508_i1,Lneg_g14508,57.051,ref|NP_651335.2|,uncharacterized protein Dmel_CG11920 [Drosophila melanogaster],2.32E-130,375
Lneg_g14509_i1,Lneg_g14509,91.932,ref|XP_012217125.1|,PREDICTED: HMG box-containing protein 4 isoform X3 [Linepithema humile],0,737
Lneg_g14510_i1,Lneg_g14510,89.458,ref|XP_024890328.1|,"glycine dehydrogenase (decarboxylating), mitochondrial [Temnothorax curvispinosus]",0,1835
Lneg_g14511_i1,Lneg_g14511,100,gb|KMQ92600.1|,ruvb-like 1-like protein [Lasius niger],0,922
Lneg_g14512_i1,Lneg_g14512,100,gb|KMQ92601.1|,solute carrier family 35 member e3 [Lasius niger],0,547
Lneg_g14513_i1,Lneg_g14513,96.95,gb|KMQ89635.1|,putative nuclear pore complex protein nup160 [Lasius niger],0,2811
Lneg_g14514_i1,Lneg_g14514,75.214,ref|XP_019887625.1|,uncharacterized protein LOC105280604 [Ooceraea biroi],4.12E-63,190
Lneg_g14515_i1,Lneg_g14515,84.203,ref|XP_024876217.1|,calcineurin-binding protein cabin-1-like [Temnothorax curvispinosus],0,4310
Lneg_g14516_i1,Lneg_g14516,68.452,ref|XP_026829669.1|,inosine-uridine preferring nucleoside hydrolase [Ooceraea biroi],1.28E-161,456
Lneg_g14517_i1,Lneg_g14517,71.045,ref|XP_011332719.1|,regucalcin isoform X1 [Ooceraea biroi],4.4E-169,476
Lneg_g14518_i1,Lneg_g14518,100,gb|KMQ86729.1|,protein transport protein sec61 subunit alpha isoform 2 [Lasius niger],0,965
Lneg_g14519_i1,Lneg_g14519,99.607,gb|KMQ96973.1|,protein sel-1-like protein [Lasius niger],0,1563
Lneg_g14520_i1,Lneg_g14520,34.247,ref|NP_730506.1|,uncharacterized protein Dmel_CG17122 [Drosophila melanogaster],8.86E-28,118
Lneg_g14521_i1,Lneg_g14521,61.765,ref|XP_024887133.1|,uncharacterized protein LOC112464406 [Temnothorax curvispinosus],9.7E-83,246
Lneg_g14522_i2,Lneg_g14522,48.052,ref|XP_039307233.1|,uncharacterized protein LOC105194439 [Solenopsis invicta],1.69E-12,65.1
Lneg_g14523_i1,Lneg_g14523,80.195,ref|XP_011164236.1|,alpha-tocopherol transfer protein-like [Solenopsis invicta],0,529
Lneg_g14524_i1,Lneg_g14524,96.875,ref|XP_011162986.1|,"nascent polypeptide-associated complex subunit alpha, muscle-specific form isoform X5 [Solenopsis invicta]",0,692
Lneg_g14525_i1,Lneg_g14525,53.125,ref|XP_026829641.1|,uncharacterized protein LOC113562967 [Ooceraea biroi],5.68E-34,119
Lneg_g14527_i1,Lneg_g14527,31.313,ref|XP_024893640.1|,uncharacterized protein LOC112468609 [Temnothorax curvispinosus],3.87E-39,147
Lneg_g14528_i1,Lneg_g14528,41.053,ref|NP_610956.1|,Arc2 [Drosophila melanogaster],9.17E-40,139
Lneg_g14532_i1,Lneg_g14532,94.118,ref|XP_011352330.1|,uncharacterized protein LOC105288060 [Ooceraea biroi],4.01E-83,265
Lneg_g14533_i1,Lneg_g14533,26.586,ref|NP_649548.1|,Snm1 [Drosophila melanogaster],6.28E-19,92
Lneg_g14534_i1,Lneg_g14534,74.5,ref|XP_011050488.1|,PREDICTED: probable elongation factor 1-delta isoform X2 [Acromyrmex echinatior],1.25E-79,250
Lneg_g14535_i1,Lneg_g14535,78.924,ref|XP_011337155.2|,teneurin-a isoform X3 [Ooceraea biroi],1.88E-71,239
Lneg_g14536_i1,Lneg_g14536,52.985,ref|NP_476834.1|,sloppy paired 2 [Drosophila melanogaster],2.99E-76,246
Lneg_g14537_i1,Lneg_g14537,37.349,ref|XP_024882393.1|,involucrin-like [Temnothorax curvispinosus],1.13E-13,67.8
Lneg_g14538_i1,Lneg_g14538,51.058,ref|NP_477497.1|,fat [Drosophila melanogaster],0,944
Lneg_g14539_i1,Lneg_g14539,52.273,ref|XP_026302063.1|,uncharacterized protein LOC100576231 [Apis mellifera],2.35E-43,156
Lneg_g14540_i1,Lneg_g14540,33.11,ref|XP_011167464.1|,F-box only protein 21 [Solenopsis invicta],2.02E-58,203
Lneg_g14542_i1,Lneg_g14542,42.157,ref|XP_024882723.1|,uncharacterized protein LOC112461637 [Temnothorax curvispinosus],7.69E-43,147
Lneg_g14543_i1,Lneg_g14543,75.094,ref|NP_648818.3|,lethal (3) 72Ab [Drosophila melanogaster],0,2111
Lneg_g14544_i1,Lneg_g14544,100,gb|KMQ95522.1|,hypothetical protein RF55_4255 [Lasius niger],3.1E-70,209
Lneg_g14548_i1,Lneg_g14548,89.6,gb|KMQ86088.1|,hypothetical protein RF55_15037 [Lasius niger],8.09E-72,228
Lneg_g14549_i1,Lneg_g14549,53.012,gb|KMQ87963.1|,"thap domain-containing, partial [Lasius niger]",2.65E-19,84
Lneg_g14551_i1,Lneg_g14551,60.265,gb|KMQ84784.1|,ubiquitin carboxyl-terminal hydrolase [Lasius niger],2.07E-34,121
Lneg_g14552_i1,Lneg_g14552,78.32,gb|KMQ93606.1|,nuclear valosin-containing [Lasius niger],0,556
Lneg_g14553_i1,Lneg_g14553,52.128,ref|XP_019887748.2|,aminopeptidase N-like [Ooceraea biroi],5.35E-62,209
Lneg_g14555_i1,Lneg_g14555,94.424,ref|XP_024876373.1|,symplekin isoform X1 [Temnothorax curvispinosus],0,2114
Lneg_g14556_i1,Lneg_g14556,77.445,gb|KMQ91368.1|,proto-oncogene tyrosine-protein kinase ros [Lasius niger],0,1353
Lneg_g14557_i1,Lneg_g14557,30.233,ref|XP_025991264.2|,uncharacterized protein LOC113003936 [Solenopsis invicta],0.00000011,54.3
Lneg_g14559_i1,Lneg_g14559,90.959,ref|XP_011053850.1|,PREDICTED: alpha-tubulin N-acetyltransferase-like [Acromyrmex echinatior],0,672
Lneg_g14560_i2,Lneg_g14560,75.728,ref|XP_024888171.1|,phospholipid phosphatase 6-like [Temnothorax curvispinosus],1.04E-118,338
Lneg_g14561_i1,Lneg_g14561,34.483,ref|NP_787969.1|,cutlet [Drosophila melanogaster],2.05E-151,473
Lneg_g14562_i1,Lneg_g14562,99.219,gb|KMQ94011.1|,cell death-inducing p53-target protein 1 isoform x2 [Lasius niger],2.33E-89,257
Lneg_g14563_i2,Lneg_g14563,87.654,ref|XP_011049128.1|,PREDICTED: V-type proton ATPase subunit e 2-like [Acromyrmex echinatior],6.41E-47,148
Lneg_g14564_i1,Lneg_g14564,97.99,ref|XP_024885036.1|,protein RMD5 homolog A isoform X1 [Temnothorax curvispinosus],0,817
Lneg_g14565_i1,Lneg_g14565,60.345,ref|XP_011160644.1|,uncharacterized protein LOC105196406 [Solenopsis invicta],1.38E-58,183
Lneg_g14566_i1,Lneg_g14566,76.923,ref|XP_024885038.1|,uncharacterized protein LOC112463089 [Temnothorax curvispinosus],1.81E-96,286
Lneg_g14567_i1,Lneg_g14567,98.917,gb|KMQ93255.1|,m-phase inducer phosphatase [Lasius niger],0,1129
Lneg_g14569_i1,Lneg_g14569,83.273,ref|XP_024879117.1|,tubulin polyglutamylase TTLL5 [Temnothorax curvispinosus],2.08E-164,471
Lneg_g14570_i1,Lneg_g14570,98.934,gb|KMQ92076.1|,wd repeat-containing protein [Lasius niger],0,1703
Lneg_g14571_i1,Lneg_g14571,76.836,ref|XP_024869641.1|,uncharacterized protein LOC112453252 [Temnothorax curvispinosus],2.03E-96,279
Lneg_g14572_i1,Lneg_g14572,94.094,ref|XP_011061705.1|,PREDICTED: conserved oligomeric Golgi complex subunit 8 [Acromyrmex echinatior],0,1012
Lneg_g14573_i1,Lneg_g14573,66.588,ref|XP_024870602.1|,trichohyalin-like [Temnothorax curvispinosus],6.66E-165,477
Lneg_g14574_i2,Lneg_g14574,85.06,ref|XP_025987578.1|,transportin-3 isoform X1 [Solenopsis invicta],0,1689
Lneg_g14575_i1,Lneg_g14575,85.246,ref|XP_025987586.1|,WASH complex subunit 3 [Solenopsis invicta],2.54E-113,322
Lneg_g14576_i2,Lneg_g14576,98.98,ref|XP_011157441.1|,60S ribosomal protein L44 [Solenopsis invicta],8.54E-65,195
Lneg_g14577_i1,Lneg_g14577,67.949,ref|XP_024891238.1|,low molecular weight phosphotyrosine protein phosphatase 1-like isoform X3 [Temnothorax curvispinosus],2.53E-77,229
Lneg_g14578_i1,Lneg_g14578,99.107,gb|KMQ95102.1|,putative glycosyltransferase aer61-like protein [Lasius niger],0,1170
Lneg_g14579_i1,Lneg_g14579,79.151,ref|XP_011342100.1|,uncharacterized protein At4g17910 [Ooceraea biroi],0,843
Lneg_g14580_i1,Lneg_g14580,74.781,ref|XP_018051157.1|,PREDICTED: ATPase WRNIP1-like [Atta colombica],0,695
Lneg_g14581_i2,Lneg_g14581,88.785,ref|XP_012229781.1|,PREDICTED: protein slowmo [Linepithema humile],2.56E-68,206
Lneg_g14582_i1,Lneg_g14582,62.457,gb|KMQ88780.1|,"aspartyl-trna cytoplasmic, partial [Lasius niger]",1.79E-100,312
Lneg_g14583_i1,Lneg_g14583,63.546,gb|KMQ91368.1|,proto-oncogene tyrosine-protein kinase ros [Lasius niger],0,952
Lneg_g14584_i1,Lneg_g14584,46.369,gb|KMQ81470.1|,"glucose-dependent insulinotropic, partial [Lasius niger]",4.12E-15,73.6
Lneg_g14585_i1,Lneg_g14585,89.357,ref|XP_024893362.1|,uncharacterized protein LOC112468431 [Temnothorax curvispinosus],0,798
Lneg_g14586_i1,Lneg_g14586,82.336,ref|XP_011059166.1|,PREDICTED: UDP-glucose 4-epimerase [Acromyrmex echinatior],0,614
Lneg_g14587_i1,Lneg_g14587,85.567,gb|KMQ84601.1|,hypothetical protein RF55_17485 [Lasius niger],2.91E-50,166
Lneg_g14588_i1,Lneg_g14588,98.824,ref|XP_011049300.1|,PREDICTED: serine/threonine-protein kinase Genghis Khan [Acromyrmex echinatior],1.07E-180,543
Lneg_g14589_i1,Lneg_g14589,96.748,ref|XP_011352348.1|,equilibrative nucleoside transporter 4 [Ooceraea biroi],0,981
Lneg_g14590_i1,Lneg_g14590,47.287,ref|XP_024871876.1|,uncharacterized protein LOC112454612 [Temnothorax curvispinosus],5.7E-33,119
Lneg_g14595_i1,Lneg_g14595,96.729,gb|KMQ87322.1|,hypothetical protein RF55_13424 [Lasius niger],1.05E-150,421
Lneg_g14597_i1,Lneg_g14597,87.415,ref|XP_024869800.1|,Bardet-Biedl syndrome 4 protein [Temnothorax curvispinosus],0,551
Lneg_g14598_i1,Lneg_g14598,48.077,ref|NP_001036757.1|,lost boys [Drosophila melanogaster],0.000000396,51.6
Lneg_g14601_i1,Lneg_g14601,98.673,gb|KMQ97204.1|,ets translocation variant [Lasius niger],0,914
Lneg_g14603_i1,Lneg_g14603,56.061,ref|XP_018059570.1|,PREDICTED: glycine-rich cell wall structural protein 1.8-like isoform X2 [Atta colombica],7.15E-56,198
Lneg_g14604_i1,Lneg_g14604,84.654,ref|NP_729435.1|,"pixie, isoform B [Drosophila melanogaster]",0,1041
Lneg_g14606_i1,Lneg_g14606,89.701,gb|KMQ88013.1|,hypothetical protein RF55_12573 [Lasius niger],3.26E-138,396
Lneg_g14607_i1,Lneg_g14607,88.889,gb|KMQ88013.1|,hypothetical protein RF55_12573 [Lasius niger],1.5E-134,388
Lneg_g14611_i1,Lneg_g14611,50,ref|XP_011063518.1|,PREDICTED: zinc finger BED domain-containing protein 4-like [Acromyrmex echinatior],4.42E-37,135
Lneg_g14615_i1,Lneg_g14615,50,ref|XP_026297579.1|,uncharacterized protein LOC113218900 isoform X1 [Apis mellifera],3.81E-12,62
Lneg_g14616_i1,Lneg_g14616,99.309,gb|KMQ92557.1|,dna topoisomerase 1-like protein [Lasius niger],0,915
Lneg_g14622_i4,Lneg_g14622,32.432,ref|XP_011169594.1|,E3 ubiquitin-protein ligase MARCHF8 [Solenopsis invicta],3.39E-09,58.5
Lneg_g14626_i2,Lneg_g14626,69.903,ref|XP_018046077.1|,PREDICTED: cytochrome c-1-like [Atta colombica],4.61E-51,158
Lneg_g14627_i1,Lneg_g14627,66.156,ref|XP_024893835.1|,monocarboxylate transporter 9-like [Temnothorax curvispinosus],0,843
Lneg_g14628_i1,Lneg_g14628,77.474,ref|XP_011156579.1|,monocarboxylate transporter 1 [Solenopsis invicta],0,764
Lneg_g14629_i1,Lneg_g14629,77.551,ref|XP_039308399.1|,monocarboxylate transporter 9-like isoform X1 [Solenopsis invicta],2.74E-150,432
Lneg_g14630_i1,Lneg_g14630,85.567,ref|XP_024893812.1|,uncharacterized protein LOC112468729 [Temnothorax curvispinosus],3.48E-110,339
Lneg_g14631_i1,Lneg_g14631,71.522,ref|XP_025990023.2|,uncharacterized protein LOC105193725 [Solenopsis invicta],0,879
Lneg_g14632_i1,Lneg_g14632,55.523,ref|XP_026829102.1|,uncharacterized protein LOC105278348 [Ooceraea biroi],0,957
Lneg_g14633_i1,Lneg_g14633,59.633,ref|XP_011155600.1|,27 kDa hemolymph protein [Solenopsis invicta],5.55E-38,137
Lneg_g14639_i1,Lneg_g14639,93.431,gb|KMQ87151.1|,"phosphoenolpyruvate carboxylase, partial [Lasius niger]",7.53E-86,255
Lneg_g14640_i1,Lneg_g14640,72.624,ref|XP_024886993.1|,uncharacterized protein LOC112464305 [Temnothorax curvispinosus],0,658
Lneg_g14641_i1,Lneg_g14641,50.769,ref|XP_006563720.1|,uncharacterized protein LOC102655764 [Apis mellifera],5.51E-42,138
Lneg_g14642_i1,Lneg_g14642,86.371,ref|XP_011331072.1|,uncharacterized protein LOC105275714 [Ooceraea biroi],0,1054
Lneg_g14643_i1,Lneg_g14643,32.692,ref|XP_024868512.1|,uncharacterized protein LOC112452498 [Temnothorax curvispinosus],8.42E-08,57.8
Lneg_g14644_i1,Lneg_g14644,50.273,ref|XP_039313793.1|,uncharacterized protein LOC120359642 [Solenopsis invicta],2.8E-105,317
Lneg_g14646_i1,Lneg_g14646,92.086,ref|XP_024887691.1|,synaptotagmin-1-like [Temnothorax curvispinosus],1.02E-93,280
Lneg_g14649_i1,Lneg_g14649,90.191,ref|XP_024875508.1|,leucine-rich repeat and calponin homology domain-containing protein 1 isoform X1 [Temnothorax curvispinosus],0,1427
Lneg_g14650_i1,Lneg_g14650,98.753,gb|KMQ97569.1|,elongation factor mitochondrial [Lasius niger],0,1494
Lneg_g14651_i1,Lneg_g14651,98.658,ref|XP_012222800.1|,PREDICTED: casein kinase I isoform alpha isoform X3 [Linepithema humile],0,620
Lneg_g14652_i1,Lneg_g14652,99.806,gb|KMQ96986.1|,dynactin subunit 1 [Lasius niger],0,2088
Lneg_g14655_i1,Lneg_g14655,63.75,ref|XP_012215080.1|,PREDICTED: tetratricopeptide repeat protein 25 isoform X1 [Linepithema humile],4.27E-30,108
Lneg_g14658_i1,Lneg_g14658,86.567,gb|KMQ94963.1|,hypothetical protein RF55_4851 [Lasius niger],2.21E-17,73.9
Lneg_g14659_i1,Lneg_g14659,88.304,gb|KMQ97254.1|,polypeptide n-acetylgalactosaminyltransferase 9 [Lasius niger],3.25E-104,303
Lneg_g14660_i1,Lneg_g14660,28.436,ref|NP_477497.1|,fat [Drosophila melanogaster],5.19E-11,69.7
Lneg_g14661_i1,Lneg_g14661,41.933,gb|KMQ89009.1|,"reverse transcriptase, partial [Lasius niger]",0,998
Lneg_g14662_i1,Lneg_g14662,86.897,ref|XP_024891703.1|,uncharacterized protein LOC112467338 [Temnothorax curvispinosus],7.7E-94,270
Lneg_g14663_i1,Lneg_g14663,93.041,ref|XP_024877152.1|,mitochondrial import inner membrane translocase subunit TIM50-C-like [Temnothorax curvispinosus],0,738
Lneg_g14664_i1,Lneg_g14664,80.441,ref|XP_024877150.1|,uncharacterized protein LOC112458005 [Temnothorax curvispinosus],0,1152
Lneg_g14665_i1,Lneg_g14665,40,ref|XP_039308571.1|,interaptin-like isoform X1 [Solenopsis invicta],6.03E-08,51.6
Lneg_g14666_i1,Lneg_g14666,96,ref|NP_649352.1|,Rpb8 [Drosophila melanogaster],3.55E-10,55.5
Lneg_g14668_i1,Lneg_g14668,92.754,ref|XP_024867203.1|,uncharacterized protein LOC112451663 [Temnothorax curvispinosus],1.09E-95,274
Lneg_g14671_i1,Lneg_g14671,67.391,ref|XP_024890892.1|,uncharacterized protein LOC112466801 [Temnothorax curvispinosus],1.86E-67,206
Lneg_g14673_i1,Lneg_g14673,67.48,ref|XP_024873229.1|,odorant receptor 49b-like [Temnothorax curvispinosus],8.39E-55,177
Lneg_g14674_i1,Lneg_g14674,38.182,ref|XP_025990642.2|,extensin [Solenopsis invicta],3.8E-11,68.9
Lneg_g14675_i1,Lneg_g14675,98.421,gb|KMQ95874.1|,hypothetical protein RF55_3882 [Lasius niger],4.19E-133,374
Lneg_g14676_i1,Lneg_g14676,83.669,ref|XP_039312958.1|,uncharacterized protein LOC105194493 [Solenopsis invicta],0,1409
Lneg_g14677_i1,Lneg_g14677,88.696,ref|XP_011058598.1|,PREDICTED: uncharacterized protein LOC105148508 [Acromyrmex echinatior],2.17E-65,216
Lneg_g14679_i1,Lneg_g14679,70.776,ref|XP_011164982.1|,putative nuclease HARBI1 [Solenopsis invicta],9.06E-107,316
Lneg_g14680_i1,Lneg_g14680,88,ref|XP_024891130.1|,NADPH oxidase 5 [Temnothorax curvispinosus],0,1053
